,id,max_quality,cost,capital,pur,price,period,id_group
0,0,26.0,79.0,821.02,0,80.0,0,0
0,1,4.0,14.0,1140.41,0,15.0,0,0
0,2,7.0,30.0,809.67,0,31.0,0,0
0,3,23.0,74.0,886.93,0,75.0,0,0
0,4,9.0,86.0,888.25,0,87.0,0,0
0,5,23.0,96.0,898.52,0,97.0,0,0
0,6,11.0,92.0,1254.92,0,93.0,0,0
0,7,15.0,99.0,1014.94,0,100.0,0,0
0,8,20.0,46.0,811.74,0,47.0,0,0
0,9,23.0,41.0,1751.69,0,42.0,0,0
0,10,20.0,46.0,726.73,0,47.0,0,1
0,11,27.0,64.0,1008.3,0,65.0,0,1
0,12,27.0,89.0,749.6,0,90.0,0,1
0,13,10.0,62.0,1765.81,0,63.0,0,1
0,14,24.0,62.0,1142.42,0,63.0,0,1
0,15,16.0,6.0,840.18,29,7.0,0,1
0,16,4.0,34.0,612.41,0,35.0,0,1
0,17,10.0,85.0,1126.79,0,86.0,0,1
0,18,19.0,90.0,891.32,0,91.0,0,1
0,19,4.0,91.0,1036.99,0,92.0,0,1
0,20,6.0,74.0,1034.29,0,75.0,0,2
0,21,28.0,58.0,1055.41,0,59.0,0,2
0,22,20.0,8.0,1075.69,0,9.0,0,2
0,23,12.0,5.0,1001.41,20,6.0,0,2
0,24,19.0,88.0,1147.78,0,89.0,0,2
0,25,18.0,62.0,641.27,0,63.0,0,2
0,26,14.0,7.0,100.2,0,8.0,0,2
0,27,27.0,60.0,622.8,0,61.0,0,2
0,28,2.0,39.0,910.96,0,40.0,0,2
0,29,27.0,36.0,603.51,0,37.0,0,2
0,30,2.0,44.0,1380.85,0,45.0,0,3
0,31,5.0,66.0,1557.01,0,67.0,0,3
0,32,8.0,82.0,991.65,0,83.0,0,3
0,33,7.0,87.0,921.09,0,88.0,0,3
0,34,16.0,25.0,1528.0,0,26.0,0,3
0,35,26.0,55.0,971.27,0,56.0,0,3
0,36,30.0,57.0,1088.49,150,58.0,0,3
0,37,8.0,62.0,568.26,0,63.0,0,3
0,38,21.0,67.0,779.98,0,68.0,0,3
0,39,16.0,86.0,960.84,0,87.0,0,3
0,40,27.0,7.0,598.96,33,8.0,0,4
0,41,22.0,32.0,642.56,0,33.0,0,4
0,42,6.0,12.0,1503.81,0,13.0,0,4
0,43,7.0,58.0,284.88,0,59.0,0,4
0,44,28.0,8.0,3192.06,1724,9.0,0,4
0,45,5.0,41.0,1061.65,0,42.0,0,4
0,46,3.0,15.0,669.14,0,16.0,0,4
0,47,10.0,60.0,1533.48,0,61.0,0,4
0,48,24.0,16.0,1885.49,0,17.0,0,4
0,49,12.0,81.0,868.68,0,82.0,0,4
0,0,33.0,75.65,687.47,0,76.65,1,0
0,1,5.0,18.94,1073.37,0,19.94,1,0
0,2,9.0,39.91,673.64,0,40.91,1,0
0,3,21.0,68.65,795.33,0,69.65,1,0
0,4,8.0,81.56,825.44,0,82.56,1,0
0,5,28.0,99.22,748.82,0,100.22,1,0
0,6,9.0,86.9,1155.59,0,87.9,1,0
0,7,12.0,92.45,940.86,0,93.45,1,0
0,8,24.0,37.58,688.8,0,38.58,1,0
0,9,21.0,36.88,1687.26,0,37.88,1,0
0,10,20.0,35.14,617.93,0,36.14,1,1
0,11,28.0,64.54,927.5,0,65.54,1,1
0,12,27.0,92.66,746.82,0,93.66,1,1
0,13,11.0,53.29,1748.21,0,54.29,1,1
0,14,23.0,61.7,1051.53,0,62.7,1,1
0,15,17.0,3.84,733.03,17,4.84,1,1
0,16,4.0,35.36,535.58,0,36.36,1,1
0,17,6.0,92.52,1011.04,0,93.52,1,1
0,18,17.0,90.96,753.11,0,91.96,1,1
0,19,5.0,92.99,965.78,0,93.99,1,1
0,20,6.0,76.92,1017.92,0,77.92,1,2
0,21,27.0,59.76,991.29,0,60.76,1,2
0,22,20.0,6.43,1065.69,0,7.43,1,2
0,23,16.0,11.2,948.47,0,12.2,1,2
0,24,18.0,86.32,997.2,0,87.32,1,2
0,25,23.0,61.16,598.08,0,62.16,1,2
0,26,14.0,7.0,100.2,0,8.0,1,2
0,27,25.0,58.58,614.87,0,59.58,1,2
0,28,3.0,33.51,768.13,0,34.51,1,2
0,29,27.0,32.02,447.9,0,33.02,1,2
0,30,1.0,47.58,1338.94,0,48.58,1,3
0,31,3.0,67.73,1459.17,0,68.73,1,3
0,32,7.0,81.34,897.67,0,82.34,1,3
0,33,4.0,94.44,868.8,0,95.44,1,3
0,34,14.0,24.1,1399.05,0,25.1,1,3
0,35,29.0,48.16,794.86,0,49.16,1,3
0,36,36.0,65.12,1027.06,88,66.12,1,3
0,37,8.0,70.41,503.77,0,71.41,1,3
0,38,20.0,68.32,718.58,0,69.32,1,3
0,39,21.0,81.79,885.68,0,82.79,1,3
0,40,29.0,6.2,588.96,0,7.2,1,4
0,41,18.0,30.7,488.02,0,31.7,1,4
0,42,8.0,14.72,1337.3,0,15.72,1,4
0,43,9.0,67.65,172.21,0,68.65,1,4
0,44,32.0,4.77,4899.79,1869,5.77,1,4
0,45,6.0,36.97,1005.09,0,37.97,1,4
0,46,2.0,25.1,595.76,0,26.1,1,4
0,47,9.0,59.12,1430.25,0,60.12,1,4
0,48,20.0,22.7,1875.49,0,23.7,1,4
0,49,11.0,76.97,749.86,0,77.97,1,4
0,0,31.0,78.08,539.82,0,79.08,2,0
0,1,6.0,10.77,1011.28,0,11.77,2,0
0,2,10.0,52.3,534.73,0,53.3,2,0
0,3,21.0,63.31,705.62,0,64.31,2,0
0,4,6.0,79.22,729.27,0,80.22,2,0
0,5,22.0,92.12,590.95,0,93.12,2,0
0,6,16.0,91.04,1034.75,0,92.04,2,0
0,7,9.0,96.89,920.82,0,97.89,2,0
0,8,20.0,39.21,644.02,0,40.21,2,0
0,9,16.0,42.06,1528.99,0,43.06,2,0
0,10,19.0,33.54,450.39,0,34.54,2,1
0,11,28.0,70.25,869.59,0,71.25,2,1
0,12,28.0,85.08,650.64,0,86.08,2,1
0,13,12.0,52.24,1680.75,0,53.24,2,1
0,14,27.0,63.23,899.17,0,64.22999999999999,2,1
0,15,13.0,3.84,664.95,0,4.84,2,1
0,16,5.0,27.8,442.46,0,28.8,2,1
0,17,6.0,93.08,1001.04,0,94.08,2,1
0,18,16.0,90.96,626.03,0,91.96,2,1
0,19,6.0,96.82,844.04,0,97.82,2,1
0,20,7.0,81.19,795.26,0,82.19,2,2
0,21,23.0,64.75,920.35,0,65.75,2,2
0,22,23.0,3.83,988.38,68,4.83,2,2
0,23,12.0,5.0,948.47,0,6.0,2,2
0,24,18.0,82.93,917.39,0,83.93,2,2
0,25,23.0,63.47,492.41,0,64.47,2,2
0,26,14.0,7.0,100.2,0,8.0,2,2
0,27,29.0,51.07,562.0,0,52.07,2,2
0,28,4.0,40.62,718.07,0,41.62,2,2
0,29,28.0,32.7,302.07,0,33.7,2,2
0,30,1.0,51.47,1200.66,0,52.47,2,3
0,31,9.0,72.16,1319.1,0,73.16,2,3
0,32,7.0,76.87,770.58,0,77.87,2,3
0,33,2.0,96.12,744.11,0,97.12,2,3
0,34,14.0,29.5,1366.68,0,30.5,2,3
0,35,32.0,57.27,758.74,72,58.27,2,3
0,36,35.0,66.78,1048.8,76,67.78,2,3
0,37,11.0,75.15,467.65,0,76.15,2,3
0,38,22.0,62.38,568.17,0,63.38,2,3
0,39,21.0,81.95,783.76,0,82.95,2,3
0,40,27.0,7.0,1105.96,517,8.0,2,4
0,41,15.0,32.86,417.19,0,33.86,2,4
0,42,10.0,18.37,1249.5,0,19.37,2,4
0,43,8.0,72.99,42.9,0,73.99,2,4
0,44,30.0,18.33,6075.7,1242,19.33,2,4
0,45,5.0,44.08,910.55,0,45.08,2,4
0,46,4.0,20.26,420.6,0,21.26,2,4
0,47,6.0,58.24,1293.86,0,59.24,2,4
0,48,18.0,23.87,1691.67,0,24.87,2,4
0,49,8.0,77.29,583.6,0,78.29,2,4
0,0,34.0,71.59,454.51,0,72.59,3,0
0,1,13.0,12.48,931.84,0,13.48,3,0
0,2,14.0,63.52,351.35,0,64.52000000000001,3,0
0,3,23.0,59.1,613.53,0,60.1,3,0
0,4,2.0,73.93,615.11,0,74.93,3,0
0,5,20.0,89.76,477.69,0,90.76,3,0
0,6,15.0,93.13,945.28,0,94.13,3,0
0,7,8.0,105.38,762.21,0,106.38,3,0
0,8,17.0,36.57,530.17,0,37.57,3,0
0,9,15.0,44.12,1443.9,0,45.12,3,0
0,10,17.0,37.65,310.36,0,38.65,3,1
0,11,29.0,74.79,762.4,0,75.79,3,1
0,12,28.0,90.39,510.28,0,91.39,3,1
0,13,12.0,42.42,1591.96,0,43.42,3,1
0,14,26.0,61.34,852.11,0,62.34,3,1
0,15,17.0,3.84,811.95,147,4.84,3,1
0,16,5.0,29.96,313.2,0,30.96,3,1
0,17,7.0,96.03,883.63,0,97.03,3,1
0,18,18.0,99.5,565.93,0,100.5,3,1
0,19,6.0,99.38,778.83,0,100.38,3,1
0,20,2.0,88.24,764.11,0,89.24,3,2
0,21,22.0,70.51,819.22,0,71.51,3,2
0,22,23.0,15.59,921.83,0,16.59,3,2
0,23,9.0,10.15,826.51,0,11.15,3,2
0,24,20.0,86.18,752.54,0,87.18,3,2
0,25,21.0,65.14,340.16,0,66.14,3,2
0,26,16.0,3.11,39.86,14,4.109999999999999,3,2
0,27,27.0,45.89,455.83,0,46.89,3,2
0,28,8.0,40.82,587.02,0,41.82,3,2
0,29,26.0,36.82,159.24,0,37.82,3,2
0,30,1.0,54.28,1026.52,0,55.28,3,3
0,31,13.0,73.18,1260.17,0,74.18,3,3
0,32,7.0,72.15,677.74,0,73.15,3,3
0,33,2.0,98.88,685.79,0,99.88,3,3
0,34,21.0,22.29,1206.85,0,23.29,3,3
0,35,34.0,57.62,707.95,61,58.62,3,3
0,36,38.0,65.57,1052.8899999999999,86,66.57,3,3
0,37,13.0,78.61,334.93,0,79.61,3,3
0,38,24.0,52.12,470.44,0,53.12,3,3
0,39,21.0,90.55,692.86,0,91.55,3,3
0,40,25.0,9.08,1355.33,377,10.08,3,4
0,41,10.0,25.82,256.38,0,26.82,3,4
0,42,10.0,13.45,1140.09,0,14.45,3,4
0,43,8.0,72.99,42.9,0,73.99,3,4
0,44,27.0,16.88,7299.33,1303,17.88,3,4
0,45,1.0,42.38,859.23,0,43.38,3,4
0,46,8.0,18.82,402.75,0,19.82,3,4
0,47,8.0,53.27,1134.44,0,54.27,3,4
0,48,16.0,22.02,1531.74,0,23.02,3,4
0,49,13.0,78.12,421.96,0,79.12,3,4
0,0,32.0,67.15,284.32,0,68.15,4,0
0,1,14.0,14.99,821.94,0,15.99,4,0
0,2,8.0,67.78,333.96,0,68.78,4,0
0,3,22.0,61.0,527.94,0,62.0,4,0
0,4,3.0,67.66,495.63,0,68.66,4,0
0,5,17.0,84.27,355.63,0,85.27,4,0
0,6,14.0,89.31,930.44,0,90.31,4,0
0,7,6.0,101.59,668.37,0,102.59,4,0
0,8,20.0,40.22,506.79,0,41.22,4,0
0,9,19.0,50.91,1342.18,0,51.91,4,0
0,10,14.0,43.76,198.86,0,44.76,4,1
0,11,31.0,75.25,710.49,0,76.25,4,1
0,12,27.0,87.89,442.92,0,88.89,4,1
0,13,14.0,43.07,1432.15,0,44.07,4,1
0,14,31.0,60.16,775.43,11,61.16,4,1
0,15,18.0,4.12,747.3,0,5.12,4,1
0,16,7.0,24.01,214.45,0,25.01,4,1
0,17,4.0,98.5,808.99,0,99.5,4,1
0,18,23.0,97.4,503.01,0,98.4,4,1
0,19,1.0,99.48,710.93,0,100.48,4,1
0,20,3.0,84.99,675.1,0,85.99,4,2
0,21,22.0,79.92,735.15,0,80.92,4,2
0,22,23.0,3.83,1093.83,172,4.83,4,2
0,23,9.0,11.22,754.72,0,12.22,4,2
0,24,20.0,91.41,659.23,0,92.41,4,2
0,25,17.0,73.73,189.63,0,74.73,4,2
0,26,16.0,3.11,52.86,13,4.109999999999999,4,2
0,27,22.0,53.57,413.27,0,54.57,4,2
0,28,4.0,36.72,440.42,0,37.72,4,2
0,29,24.0,36.87,135.58,0,37.87,4,2
0,30,5.0,54.6,865.51,0,55.6,4,3
0,31,17.0,72.0,1060.92,0,73.0,4,3
0,32,4.0,75.46,598.43,0,76.46,4,3
0,33,2.0,105.49,676.0,0,106.49,4,3
0,34,20.0,28.27,1053.31,0,29.27,4,3
0,35,33.0,61.71,654.62,0,62.71,4,3
0,36,35.0,61.24,1046.36,116,62.24,4,3
0,37,5.0,70.75,147.32,0,71.75,4,3
0,38,30.0,45.03,629.87,220,46.03,4,3
0,39,15.0,92.93,578.38,0,93.93,4,3
0,40,25.0,9.73,2701.8399999999997,1456,10.73,4,4
0,41,12.0,32.42,246.38,0,33.42,4,4
0,42,10.0,15.44,1067.62,0,16.439999999999998,4,4
0,43,8.0,72.99,42.9,0,73.99,4,4
0,44,25.0,17.2,7284.72,0,18.2,4,4
0,45,1.0,39.64,753.07,0,40.64,4,4
0,46,11.0,18.26,267.02,0,19.26,4,4
0,47,11.0,53.45,984.0,0,54.45,4,4
0,48,15.0,23.48,1476.73,0,24.48,4,4
0,49,15.0,73.39,302.85,0,74.39,4,4
0,0,27.0,67.35,171.88,0,68.35,5,0
0,1,15.0,15.22,775.64,0,16.22,5,0
0,2,7.0,59.42,320.77,0,60.42,5,0
0,3,17.0,62.73,400.39,0,63.73,5,0
0,4,1.0,68.53,354.52,0,69.53,5,0
0,5,16.0,79.74,301.83,0,80.74,5,0
0,6,12.0,101.1,865.67,0,102.1,5,0
0,7,5.0,97.82,636.49,0,98.82,5,0
0,8,17.0,40.45,467.78,0,41.45,5,0
0,9,18.0,60.63,1235.45,0,61.63,5,0
0,10,14.0,47.8,72.38,0,48.8,5,1
0,11,31.0,65.8,654.81,0,66.8,5,1
0,12,27.0,83.94,346.38,0,84.94,5,1
0,13,13.0,45.45,1295.15,0,46.45,5,1
0,14,31.0,64.73,627.61,0,65.73,5,1
0,15,17.0,3.84,754.3,7,4.84,5,1
0,16,5.0,20.66,73.51,0,21.66,5,1
0,17,7.0,106.86,719.81,0,107.86,5,1
0,18,21.0,93.71,294.13,0,94.71,5,1
0,19,1.0,101.51,600.48,0,102.51,5,1
0,20,2.0,81.42,502.79,0,82.42,5,2
0,21,26.0,77.72,650.22,0,78.72,5,2
0,22,21.0,8.13,930.6,0,9.13,5,2
0,23,8.0,16.53,663.7,0,17.53,5,2
0,24,18.0,95.67,642.76,0,96.67,5,2
0,25,21.0,75.36,126.53,0,76.36,5,2
0,26,16.0,3.11,66.86,14,4.109999999999999,5,2
0,27,26.0,54.56,294.43,0,55.56,5,2
0,28,4.0,42.83,336.12,0,43.83,5,2
0,29,26.0,36.62,40.88,0,37.62,5,2
0,30,2.0,60.42,769.03,0,61.42,5,3
0,31,13.0,71.71,1026.43,0,72.71,5,3
0,32,4.0,77.67,455.08,0,78.67,5,3
0,33,9.0,112.41,666.0,0,113.41,5,3
0,34,22.0,28.3,941.11,0,29.3,5,3
0,35,34.0,57.62,801.62,147,58.62,5,3
0,36,31.0,55.85,939.64,21,56.85,5,3
0,37,7.0,75.18,34.62,0,76.18,5,3
0,38,30.0,40.83,804.38,271,41.83,5,3
0,39,14.0,91.99,541.36,0,92.99,5,3
0,40,27.0,4.16,4122.110000000001,1528,5.16,5,4
0,41,9.0,27.48,142.76,0,28.48,5,4
0,42,7.0,7.87,1064.33,0,8.870000000000001,5,4
0,43,9.0,68.96,1.35,0,69.96,5,4
0,44,27.0,16.88,7284.72,0,17.88,5,4
0,45,1.0,44.93,691.74,0,45.93,5,4
0,46,10.0,27.15,145.49,0,28.15,5,4
0,47,10.0,60.12,974.0,0,61.12,5,4
0,48,19.0,32.75,1387.73,0,33.75,5,4
0,49,15.0,67.13,163.65,0,68.13,5,4
0,0,26.0,70.65,40.52,0,71.65,6,0
0,1,11.0,11.42,691.27,0,12.42,6,0
0,2,6.0,56.22,238.08,0,57.22,6,0
0,3,16.0,67.3,355.1,0,68.3,6,0
0,4,3.0,70.52,258.29,0,71.52,6,0
0,5,18.0,79.08,193.53,0,80.08,6,0
0,6,16.0,95.43,729.26,0,96.43,6,0
0,7,3.0,99.32,627.06,0,100.32,6,0
0,8,17.0,43.52,271.68,0,44.52,6,0
0,9,20.0,52.46,1174.41,0,53.46,6,0
0,10,14.0,47.8,72.38,0,48.8,6,1
0,11,31.0,69.52,592.47,0,70.52,6,1
0,12,23.0,88.83,236.89,0,89.83,6,1
